__run_id,__done,llm,code
run_18_repetition_7,TODO,wizardcoder-33b-1.1_temp_0.0,4
run_19_repetition_7,TODO,wizardcoder-33b-1.1_temp_0.0,61
run_20_repetition_7,TODO,wizardcoder-33b-1.1_temp_0.0,79
run_21_repetition_7,TODO,wizardcoder-33b-1.1_temp_0.0,63
run_22_repetition_7,TODO,wizardcoder-33b-1.1_temp_0.0,90
run_23_repetition_7,TODO,wizardcoder-33b-1.1_temp_0.0,53
run_24_repetition_7,TODO,wizardcoder-33b-1.1_temp_0.0,66
run_25_repetition_7,TODO,wizardcoder-33b-1.1_temp_0.0,52
run_26_repetition_7,TODO,wizardcoder-33b-1.1_temp_0.0,16
run_0_repetition_8,TODO,code-millenials-34b_temp_0.0,4
run_1_repetition_8,TODO,code-millenials-34b_temp_0.0,61
run_2_repetition_8,TODO,code-millenials-34b_temp_0.0,79
run_3_repetition_8,TODO,code-millenials-34b_temp_0.0,63
run_4_repetition_8,TODO,code-millenials-34b_temp_0.0,90
run_5_repetition_8,TODO,code-millenials-34b_temp_0.0,53
run_6_repetition_8,TODO,code-millenials-34b_temp_0.0,66
run_7_repetition_8,TODO,code-millenials-34b_temp_0.0,52
run_8_repetition_8,TODO,code-millenials-34b_temp_0.0,16
run_9_repetition_8,TODO,speechless-codellama-34b_temp_0.0,4
run_10_repetition_8,TODO,speechless-codellama-34b_temp_0.0,61
run_11_repetition_8,TODO,speechless-codellama-34b_temp_0.0,79
run_12_repetition_8,TODO,speechless-codellama-34b_temp_0.0,63
run_13_repetition_8,TODO,speechless-codellama-34b_temp_0.0,90
run_14_repetition_8,TODO,speechless-codellama-34b_temp_0.0,53
run_15_repetition_8,TODO,speechless-codellama-34b_temp_0.0,66
run_16_repetition_8,TODO,speechless-codellama-34b_temp_0.0,52
run_17_repetition_8,TODO,speechless-codellama-34b_temp_0.0,16
run_18_repetition_8,TODO,wizardcoder-33b-1.1_temp_0.0,4
run_19_repetition_8,TODO,wizardcoder-33b-1.1_temp_0.0,61
run_20_repetition_8,TODO,wizardcoder-33b-1.1_temp_0.0,79
run_21_repetition_8,TODO,wizardcoder-33b-1.1_temp_0.0,63
run_22_repetition_8,TODO,wizardcoder-33b-1.1_temp_0.0,90
run_23_repetition_8,TODO,wizardcoder-33b-1.1_temp_0.0,53
run_24_repetition_8,TODO,wizardcoder-33b-1.1_temp_0.0,66
run_25_repetition_8,TODO,wizardcoder-33b-1.1_temp_0.0,52
run_26_repetition_8,TODO,wizardcoder-33b-1.1_temp_0.0,16
run_0_repetition_9,TODO,code-millenials-34b_temp_0.0,4
run_1_repetition_9,TODO,code-millenials-34b_temp_0.0,61
run_2_repetition_9,TODO,code-millenials-34b_temp_0.0,79
run_3_repetition_9,TODO,code-millenials-34b_temp_0.0,63
run_4_repetition_9,TODO,code-millenials-34b_temp_0.0,90
run_5_repetition_9,TODO,code-millenials-34b_temp_0.0,53
run_6_repetition_9,TODO,code-millenials-34b_temp_0.0,66
run_7_repetition_9,TODO,code-millenials-34b_temp_0.0,52
run_8_repetition_9,TODO,code-millenials-34b_temp_0.0,16
run_9_repetition_9,TODO,speechless-codellama-34b_temp_0.0,4
run_10_repetition_9,TODO,speechless-codellama-34b_temp_0.0,61
run_11_repetition_9,TODO,speechless-codellama-34b_temp_0.0,79
run_12_repetition_9,TODO,speechless-codellama-34b_temp_0.0,63
run_13_repetition_9,TODO,speechless-codellama-34b_temp_0.0,90
run_14_repetition_9,TODO,speechless-codellama-34b_temp_0.0,53
run_15_repetition_9,TODO,speechless-codellama-34b_temp_0.0,66
run_16_repetition_9,TODO,speechless-codellama-34b_temp_0.0,52
run_17_repetition_9,TODO,speechless-codellama-34b_temp_0.0,16
run_18_repetition_9,TODO,wizardcoder-33b-1.1_temp_0.0,4
run_19_repetition_9,TODO,wizardcoder-33b-1.1_temp_0.0,61
run_20_repetition_9,TODO,wizardcoder-33b-1.1_temp_0.0,79
run_21_repetition_9,TODO,wizardcoder-33b-1.1_temp_0.0,63
run_22_repetition_9,TODO,wizardcoder-33b-1.1_temp_0.0,90
run_23_repetition_9,TODO,wizardcoder-33b-1.1_temp_0.0,53
run_24_repetition_9,TODO,wizardcoder-33b-1.1_temp_0.0,66
run_25_repetition_9,TODO,wizardcoder-33b-1.1_temp_0.0,52
run_26_repetition_9,TODO,wizardcoder-33b-1.1_temp_0.0,16
run_0_repetition_10,TODO,code-millenials-34b_temp_0.0,4
run_1_repetition_10,TODO,code-millenials-34b_temp_0.0,61
run_2_repetition_10,TODO,code-millenials-34b_temp_0.0,79
run_3_repetition_10,TODO,code-millenials-34b_temp_0.0,63
run_4_repetition_10,TODO,code-millenials-34b_temp_0.0,90
run_5_repetition_10,TODO,code-millenials-34b_temp_0.0,53
run_6_repetition_10,TODO,code-millenials-34b_temp_0.0,66
run_7_repetition_10,TODO,code-millenials-34b_temp_0.0,52
run_8_repetition_10,TODO,code-millenials-34b_temp_0.0,16
run_9_repetition_10,TODO,speechless-codellama-34b_temp_0.0,4
run_10_repetition_10,TODO,speechless-codellama-34b_temp_0.0,61
run_11_repetition_10,TODO,speechless-codellama-34b_temp_0.0,79
run_12_repetition_10,TODO,speechless-codellama-34b_temp_0.0,63
run_13_repetition_10,TODO,speechless-codellama-34b_temp_0.0,90
run_14_repetition_10,TODO,speechless-codellama-34b_temp_0.0,53
run_15_repetition_10,TODO,speechless-codellama-34b_temp_0.0,66
run_16_repetition_10,TODO,speechless-codellama-34b_temp_0.0,52
run_17_repetition_10,TODO,speechless-codellama-34b_temp_0.0,16
run_18_repetition_10,TODO,wizardcoder-33b-1.1_temp_0.0,4
run_19_repetition_10,TODO,wizardcoder-33b-1.1_temp_0.0,61
run_20_repetition_10,TODO,wizardcoder-33b-1.1_temp_0.0,79
run_21_repetition_10,TODO,wizardcoder-33b-1.1_temp_0.0,63
run_22_repetition_10,TODO,wizardcoder-33b-1.1_temp_0.0,90
run_23_repetition_10,TODO,wizardcoder-33b-1.1_temp_0.0,53
run_24_repetition_10,TODO,wizardcoder-33b-1.1_temp_0.0,66
run_25_repetition_10,TODO,wizardcoder-33b-1.1_temp_0.0,52
run_26_repetition_10,TODO,wizardcoder-33b-1.1_temp_0.0,16
run_0_repetition_11,TODO,code-millenials-34b_temp_0.0,4
run_1_repetition_11,TODO,code-millenials-34b_temp_0.0,61
run_2_repetition_11,TODO,code-millenials-34b_temp_0.0,79
run_3_repetition_11,TODO,code-millenials-34b_temp_0.0,63
run_4_repetition_11,TODO,code-millenials-34b_temp_0.0,90
run_5_repetition_11,TODO,code-millenials-34b_temp_0.0,53
run_6_repetition_11,TODO,code-millenials-34b_temp_0.0,66
run_7_repetition_11,TODO,code-millenials-34b_temp_0.0,52
run_8_repetition_11,TODO,code-millenials-34b_temp_0.0,16
run_9_repetition_11,TODO,speechless-codellama-34b_temp_0.0,4
run_10_repetition_11,TODO,speechless-codellama-34b_temp_0.0,61
run_11_repetition_11,TODO,speechless-codellama-34b_temp_0.0,79
run_12_repetition_11,TODO,speechless-codellama-34b_temp_0.0,63
run_13_repetition_11,TODO,speechless-codellama-34b_temp_0.0,90
run_14_repetition_11,TODO,speechless-codellama-34b_temp_0.0,53
run_15_repetition_11,TODO,speechless-codellama-34b_temp_0.0,66
run_16_repetition_11,TODO,speechless-codellama-34b_temp_0.0,52
run_17_repetition_11,TODO,speechless-codellama-34b_temp_0.0,16
run_18_repetition_11,TODO,wizardcoder-33b-1.1_temp_0.0,4
run_19_repetition_11,TODO,wizardcoder-33b-1.1_temp_0.0,61
run_20_repetition_11,TODO,wizardcoder-33b-1.1_temp_0.0,79
run_21_repetition_11,TODO,wizardcoder-33b-1.1_temp_0.0,63
run_22_repetition_11,TODO,wizardcoder-33b-1.1_temp_0.0,90
run_23_repetition_11,TODO,wizardcoder-33b-1.1_temp_0.0,53
run_24_repetition_11,TODO,wizardcoder-33b-1.1_temp_0.0,66
run_25_repetition_11,TODO,wizardcoder-33b-1.1_temp_0.0,52
run_26_repetition_11,TODO,wizardcoder-33b-1.1_temp_0.0,16
run_0_repetition_12,TODO,code-millenials-34b_temp_0.0,4
run_1_repetition_12,TODO,code-millenials-34b_temp_0.0,61
run_2_repetition_12,TODO,code-millenials-34b_temp_0.0,79
run_3_repetition_12,TODO,code-millenials-34b_temp_0.0,63
run_4_repetition_12,TODO,code-millenials-34b_temp_0.0,90
run_5_repetition_12,TODO,code-millenials-34b_temp_0.0,53
run_6_repetition_12,TODO,code-millenials-34b_temp_0.0,66
run_7_repetition_12,TODO,code-millenials-34b_temp_0.0,52
run_8_repetition_12,TODO,code-millenials-34b_temp_0.0,16
run_9_repetition_12,TODO,speechless-codellama-34b_temp_0.0,4
run_10_repetition_12,TODO,speechless-codellama-34b_temp_0.0,61
run_11_repetition_12,TODO,speechless-codellama-34b_temp_0.0,79
run_12_repetition_12,TODO,speechless-codellama-34b_temp_0.0,63
run_13_repetition_12,TODO,speechless-codellama-34b_temp_0.0,90
run_14_repetition_12,TODO,speechless-codellama-34b_temp_0.0,53
run_15_repetition_12,TODO,speechless-codellama-34b_temp_0.0,66
run_16_repetition_12,TODO,speechless-codellama-34b_temp_0.0,52
run_17_repetition_12,TODO,speechless-codellama-34b_temp_0.0,16
run_18_repetition_12,TODO,wizardcoder-33b-1.1_temp_0.0,4
run_19_repetition_12,TODO,wizardcoder-33b-1.1_temp_0.0,61
run_20_repetition_12,TODO,wizardcoder-33b-1.1_temp_0.0,79
run_21_repetition_12,TODO,wizardcoder-33b-1.1_temp_0.0,63
run_22_repetition_12,TODO,wizardcoder-33b-1.1_temp_0.0,90
run_23_repetition_12,TODO,wizardcoder-33b-1.1_temp_0.0,53
run_24_repetition_12,TODO,wizardcoder-33b-1.1_temp_0.0,66
run_25_repetition_12,TODO,wizardcoder-33b-1.1_temp_0.0,52
run_26_repetition_12,TODO,wizardcoder-33b-1.1_temp_0.0,16
run_0_repetition_13,TODO,code-millenials-34b_temp_0.0,4
run_1_repetition_13,TODO,code-millenials-34b_temp_0.0,61
run_2_repetition_13,TODO,code-millenials-34b_temp_0.0,79
run_3_repetition_13,TODO,code-millenials-34b_temp_0.0,63
run_4_repetition_13,TODO,code-millenials-34b_temp_0.0,90
run_5_repetition_13,TODO,code-millenials-34b_temp_0.0,53
run_6_repetition_13,TODO,code-millenials-34b_temp_0.0,66
run_7_repetition_13,TODO,code-millenials-34b_temp_0.0,52
run_8_repetition_13,TODO,code-millenials-34b_temp_0.0,16
run_9_repetition_13,TODO,speechless-codellama-34b_temp_0.0,4
run_10_repetition_13,TODO,speechless-codellama-34b_temp_0.0,61
run_11_repetition_13,TODO,speechless-codellama-34b_temp_0.0,79
run_12_repetition_13,TODO,speechless-codellama-34b_temp_0.0,63
run_13_repetition_13,TODO,speechless-codellama-34b_temp_0.0,90
run_14_repetition_13,TODO,speechless-codellama-34b_temp_0.0,53
run_15_repetition_13,TODO,speechless-codellama-34b_temp_0.0,66
run_16_repetition_13,TODO,speechless-codellama-34b_temp_0.0,52
run_17_repetition_13,TODO,speechless-codellama-34b_temp_0.0,16
run_18_repetition_13,TODO,wizardcoder-33b-1.1_temp_0.0,4
run_19_repetition_13,TODO,wizardcoder-33b-1.1_temp_0.0,61
run_20_repetition_13,TODO,wizardcoder-33b-1.1_temp_0.0,79
run_21_repetition_13,TODO,wizardcoder-33b-1.1_temp_0.0,63
run_22_repetition_13,TODO,wizardcoder-33b-1.1_temp_0.0,90
run_23_repetition_13,TODO,wizardcoder-33b-1.1_temp_0.0,53
run_24_repetition_13,TODO,wizardcoder-33b-1.1_temp_0.0,66
run_25_repetition_13,TODO,wizardcoder-33b-1.1_temp_0.0,52
run_26_repetition_13,TODO,wizardcoder-33b-1.1_temp_0.0,16
run_0_repetition_14,TODO,code-millenials-34b_temp_0.0,4
run_1_repetition_14,TODO,code-millenials-34b_temp_0.0,61
run_2_repetition_14,TODO,code-millenials-34b_temp_0.0,79
run_3_repetition_14,TODO,code-millenials-34b_temp_0.0,63
run_4_repetition_14,TODO,code-millenials-34b_temp_0.0,90
run_5_repetition_14,TODO,code-millenials-34b_temp_0.0,53
run_6_repetition_14,TODO,code-millenials-34b_temp_0.0,66
run_7_repetition_14,TODO,code-millenials-34b_temp_0.0,52
run_8_repetition_14,TODO,code-millenials-34b_temp_0.0,16
run_9_repetition_14,TODO,speechless-codellama-34b_temp_0.0,4
run_10_repetition_14,TODO,speechless-codellama-34b_temp_0.0,61
run_11_repetition_14,TODO,speechless-codellama-34b_temp_0.0,79
run_12_repetition_14,TODO,speechless-codellama-34b_temp_0.0,63
run_13_repetition_14,TODO,speechless-codellama-34b_temp_0.0,90
run_14_repetition_14,TODO,speechless-codellama-34b_temp_0.0,53
run_15_repetition_14,TODO,speechless-codellama-34b_temp_0.0,66
run_16_repetition_14,TODO,speechless-codellama-34b_temp_0.0,52
run_17_repetition_14,TODO,speechless-codellama-34b_temp_0.0,16
run_18_repetition_14,TODO,wizardcoder-33b-1.1_temp_0.0,4
run_19_repetition_14,TODO,wizardcoder-33b-1.1_temp_0.0,61
run_20_repetition_14,TODO,wizardcoder-33b-1.1_temp_0.0,79
run_21_repetition_14,TODO,wizardcoder-33b-1.1_temp_0.0,63
run_22_repetition_14,TODO,wizardcoder-33b-1.1_temp_0.0,90
run_23_repetition_14,TODO,wizardcoder-33b-1.1_temp_0.0,53
run_24_repetition_14,TODO,wizardcoder-33b-1.1_temp_0.0,66
run_25_repetition_14,TODO,wizardcoder-33b-1.1_temp_0.0,52
run_26_repetition_14,TODO,wizardcoder-33b-1.1_temp_0.0,16
run_0_repetition_15,TODO,code-millenials-34b_temp_0.0,4
run_1_repetition_15,TODO,code-millenials-34b_temp_0.0,61
